"","Lfd. Nr.","Konzentrationslager und Außenkommandos","Konzentrationslager und Außenkommandos","Hauptlager der Außenkommandos"
"2255","1351","","Sennelager, Gemeinde Augustdorf, Lippe, 20.11.1944 bis 5.4.1945","Buchenwald"
"2256","1352","","Sennheim = Cernay, ab 1.1.1943","Natzweiler"
"2257","1353","","Seuferwassergraben, siehe Säuferwassergraben",""
"2258","1354","","Siauliai, siehe Schaulen",""
"2259","1355","","Siblin, Gemeinde Ahrensböck/Oldenburg, UKdo. v. Glasau","nicht bekannt"
"2260","1356","","Siebenhirten, siehe Mistelbach",""
"2261","1357","","Siegmar-Schönau bei Chemnitz/Sachsen, 10.9.1944 bis 31.1.1945","Flossenbürg"
"2262","1358","","Siemensstadt, siehe Berlin-Siemensstadt",""
"2263","1359","","Siemianowice Slaskie = Siemianowitz bei Kattowitz/Oberschlesien, siehe Laurahütte",""
"2264","1359a","","Skrochowitz = Skrochovice/Sudetenland, 15.9.1939 bis 31.12.1939",""
"2265","1360","","Slawentzitz = Slawencice, siehe Blechhammer",""
"2266","1361","","Sobibor, Kreis Wlodawa/Polen, 7.5.1942 bis 30.11.1943",""
"2267","1362","","Sömmerda, Kreis Weißensee/Thüringen, 20.9.1944 bis 30.4.1945","Buchenwald"
"2268","1362a","","Sonda/Estland","Vaivara"
"2269","1363","","Sonneberg-West/Thüringen, 14.9.1944 bis 8.5.1945","Buchenwald"
"2270","1364","","Sonnenburg/Neumark, 20.3.1933 bis 23.4.1934",""
"2271","1365","","Sonthofen/Bayern","Dachau"
"2272","1366","","Sophienwalde, siehe Bruss-Sophienwalde",""
"2273","1367","","Sorau/Niederlausitz, ab 20.12.1943","Flossenbürg"
"2274","1368","","Soski/Estland, ab 15.9.1943","Vaivara"
"2275","1369","","Sosnowitz = Sosnowice/Oberschlesien, 31.8.1943 bis 17.1.1945","Auschwitz"
"2276","1370","","Spaichingen, Kreis Tuttlingen, bis 18.4.1945","Natzweiler"
"2277","1371","","Spandau, siehe Berlin-Spandau",""
"2278","1372","","Spilwe, siehe Riga-Spilwe",""
"2279","1373","","Spitzingsee, Kreis Miesbach, 1.10.1941 bis 21.12.1941","Dachau"
"2280","1374","","Stara Kuznia (auch Stara Kuznica), siehe Althammer",""
"2281","1375","","Stara Wies, siehe Altdorf",""
"2282","1376","","Stargard, siehe Preußisch Stargard",""
"2283","1377","","Stargard/Pommern, 1.7.1943 bis 31.1.1945","Ravensbrück"
"2284","1378","","Stari Trg/Serbien, 1.5.1942 bis 26.5.1943",""
"2285","1379","","Starnberg/Bayern","Dachau"
"2286","1380","","Starogard, siehe Preußisch Stargard",""
"2287","1381","","Staßfurt, Kreis Calbe, 13.9.1944 bis 11.4.1945","Buchenwald"
"2288","1382","","Staßfurt, Kreis Calbe, Wälzer & Co., bis 11.4.1945","Buchenwald"
"2289","1383","","Stavern/Norwegen, ab 1.11.1943",""
"2290","1384","","Steegen, Oberforstamt, ab 1.10.1942","Stutthof"
"2291","1385","","Steegen, Unterdeichverband, 1.6.1943 bis 30.9.1943","Stutthof"
"2292","1386","","Stefanau bei Olmütz, 15.3.1939 bis 28.9.1939",""
"2293","1387","","Steinhöring/Bayern, bis 28.4.1945","Dachau"
"2294","1388","","Steinhöring/Bayern, 1.8.1943 bis 2.5.1945","Ravensbrück"
"2295","1389","","Steinort, Gemeinde Groß-Steinort/Ostpreußen","Stutthof"
"2296","1390","","Stein-Schönau = Kamenicky-Senov bei Tetschen/Tschech., 22.9.1944 bis 22.1.1945","Flossenbürg"
"2297","1391","","Stempeda, Kreis Sangershausen, Kdo. v. Rottleberode, bis 31.3.1945","Dora-Mittelbau"
"2298","1392","","Stephanskirchen, Kreis Rosenheim","Dachau"
"2299","1393","","Stettin","Stutthof"
"2300","1394","","Stettin-Bredow, 1.10.1933 bis 14.3.1934",""
"2301","1395","","Steyr-Münichholz/Oberösterreich, 14.3.1942 bis 5.5.1945","Mauthausen"
"2302","1396","","St. Aegyd am Neuwalde, 2.11.1944 bis 4.4.1945","Mauthausen"
"2303","1397","","St. Georgen (Gusen II), 9.3.1944 bis 5.5.1945","Mauthausen"
"2304","1398","","St. Georgenthal/Sudetenland, bis 8.5.1945","Groß Rosen"
"2305","1399","","St. Georgenthal = Jiretin, Bez. Warnsdorf bei Rumburg/Tschech., 15.10.1944 bis 28.2.1945","Flossenbürg"
"2306","1400","","St. Gilgen am Wolfgangsee, Bez. Salzburg, 1.1.1938 bis 18.12.1942","Dachau"
"2307","1401","","St. Johann/Tirol, 20.8.1940 bis 30.6.1941","Dachau"
"2308","1402","","St. Lambrecht, Bez. Murnau, ab 13.5.1942","Männerlager: Dachau, ab 20.11.1942 Mauthausen Frauenlager: Ravensbrück, ab 1.9.1944 Mauthausen"
"2309","1403","","St.-Marie-aux-Mines, siehe Markirch",""
"2310","1404","","St. Micheln, siehe Mülsen-St. Micheln",""
"2311","1405","","St. Michielsgestel/Holland, ab 1.1.1943","Herzogenbusch"
"2312","1406","","St. Oetzen, Kreis Neustadt a.d. Waldnaab, nur Arbeitseinsatzstelle von Flossenbürg",""
"2313","1407","","St. Valentin, Bez. Amstetten, bis 21.4.1945","Mauthausen"
"2314","1408","","St. Wolfgang, 1.6.1938 bis 31.8.1938","Dachau"
"2315","1409","","Stöcken, siehe Hannover-Stöcken",""
"2316","1410","","Stoboi = Stoboy/Ostpreußen","Stutthof"
"2317","1411","","Stolp/Pommern, 26.8.1944 bis 31.3.1945","Stutthof"
"2318","1412","","Storkow, siehe Bad Saarow",""
"2319","1413","","Strasburg = Brodnica/Danzig-Westpreußen, ab 30.11.1944","Stutthof"
"2320","1414","","Strasdenhof, siehe Riga-Strasdenhof",""
"2321","1415","","Strausberg, Brandenburg","Sachsenhausen"
"2322","1416","","Strellentin/Pommern","Stutthof"
"2323","1417","","Strobl, siehe Bad Ischl",""
"2324","1418","","Stulln/Bayern, 1.2.1942 bis 17.10.1942","Flossenbürg"
"2325","1419","","Stutthof, 1.9.1939 bis 30.4.1945",""
"2326","1420","","Sudelfeld, Kreis Miesbach, ab 22.6.1940","Dachau"
"2327","1421","","Südspitze = Sydspissen/Norwegen, ab 26.4.1942",""
"2328","1422","","Suhl/Thüringen, ab 15.7.1943","Buchenwald"
"2329","1423","","Sulza, siehe Bad Sulza",""
"2330","1424","","Svatava, siehe Zwodau",""
"2331","1425","","Sydspissen, siehe Südspitze",""
"2332","1426","","Szerokopas, siehe Schirkenpaß",""
"2333","","","T",""
"2334","1427","","Tailfingen, siehe Hailfingen",""
"2335","1428","","Tallinn, siehe Reval",""
"2336","1429","","Tannenwald, Gemeinde Dornholzhausen/Obertaunuskreis, 7.12.1944 bis 31.3.1945","Buchenwald"
"2337","1430","","Tannhausen, Kreis Waldenburg/Niederschlesien, Kdo. v. Wüstegiersdorf, bis 8.5.1945","Groß Rosen"
"2338","1431","","Tannroda, Kreis Weimar/Thüringen, 12.6.1942 bis 4.11.1942","Buchenwald"
"2339","1432","","Tarthun, siehe Westeregeln",""
"2340","1433","","Taucha, Kreis Leipzig,10.10.1944 bis 6.4.1945 (Männerlager)bis 6.4.1945 (Frauenlager)","Buchenwald"
"2341","1434","","Tegel, siehe Berlin-Tegel",""
"2342","1435","","Teichwolframsdorf/Thüringen","Flossenbürg"
"2343","1436","","Tempelhof, siehe Berlin-Tempelhof ""Columbia""",""
"2344","1437","","Terezin, siehe Theresienstadt",""
"2345","1438","","Ternberg, Bez. Steyr/Oberösterreich, 14.5.1942 bis 19.9.1944","Mauthausen"
"2346","1439","","Terningmoen/Norwegen",""
"2347","1440","","Terranowa/Ostpreußen, 20.3.1940 bis 31.3.1941","Stutthof"
"2348","1441","","Thalfang","Hinzert"
"2349","1442","","Thalheim, Gemeinde Obertaufkirchen, Kdo. v. Mühldorf, bis 30.4.1945","Dachau"
"2350","1443","","Thansau, Gemeinde Rohrdorf, Kreis Rosenheim, bis 17.1.1945","Dachau"
"2351","1444","","Thekla, siehe Leipzig-Thekla",""
"2352","1445","","Theresienstadt = Terezin, ab 24.11.1941",""
"2353","1446","","Thil, siehe Longwy-Thil",""
"2354","1447","","Thorn = Torun/Danzig-Westpreußen, SS-Neubauleitung und Truppenwirtschaftslager, 23.7.1940 bis 12.4.1941","Stutthof"
"2355","1448","","Thorn = Torun/Danzig-Westpreußen, AEG-Kabel, 1.7.1944 bis 26.1.1945","Stutthof"
"2356","1449","","Thorn = Torun/Danzig-Westpreußen, Frontreparaturbetrieb, ab 30.10.1944","Stutthof"
"2357","1450","","Thorn = Torun/Danzig-Westpreußen, OT, 26.8.1944 bis 21.1.1945","Stutthof"
"2358","1451","","Tiefstack, siehe Hamburg-Tiefstack",""
"2359","1452","","Tiegenhagen/Westpreußen, nur Arbeitseinsatzstelle v. Stutthof",""
"2360","1453","","Tiegenhof/Westpreußen, nur Arbeitseinsatzstelle v. Stutthof",""
"2361","1454","","Tölz, siehe Bad Tölz",""
"2362","1455","","Tonndorf, Kreis Weimar/Thüringen, ab 2.1.1939","Buchenwald"
"2363","1456","","Topolica bei Bar, 17.9.1943 bis 19.10.1943",""
"2364","1457","","Torgau/Elbe, Prov. Sachsen, 4.9.1944 bis 26.4.1945","Buchenwald"
"2365","1458","","Torun, siehe Thorn",""
"2366","1459","","Trachenberge, siehe Dresden-Trachenberge",""
"2367","1460","","Traunstein/Bayern, 8.10.1942 bis 10.12.1942","Dachau"
"2368","1461","","Trautenstein, Kreis Blankenburg","Buchenwald, ab 1.11.1944 Dora-Mittelbau"
"2369","1462","","Trawniki, Kreis Lublin/Polen, ab 22.10.1943","Lublin"
"2370","1463","","Trebbin, siehe Glau-Trebbin",""
"2371","1464","","Treblinka II, Kreis Sokolow bei Warschau, 1.6.1942 bis 30.11.1943",""
"2372","1465","","Trebnitz/Brandenburg","Sachsenhausen"
"2373","1466","","Treis, Kreis Cochem, Kdo. v. Cochem-Bruttig","Natzweiler"
"2374","1467","","Trepca, 29.8.1942 bis 22.11.1944",""
"2375","1468","","Treskau = Owinska/Wartheland, 30.8.1943 bis 20.1.1945","Groß Rosen"
"2376","1469","","Treuenbrietzen, siehe Belzig",""
"2377","1470","","Trier, Festungs-Dienststelle","Hinzert/Buchen-wald"
"2378","1471","","Trier, Oberbauleitung, ab 26.3.1940","Hinzert/Buchen-wald"
"2379","1472","","Trier, Sicherungsstab, ab 2.6.1940","Hinzert/Buchen-wald"
"2380","1473","","Triest = Trieste, siehe La Risiera",""
"2381","1474","","Tröglitz, Gemeinde Rehmsdorf, Kreis Zeitz/Thüringen, ab 5.6.1944","Buchenwald"
"2382","1475","","Tromsö, siehe Südspitze",""
"2383","1476","","Tromsdalen/Norwegen, ab 4.6.1943",""
"2384","1477","","Trostberg, Kreis Traunstein, bis 3.5.1945","Dachau"
"2385","1478","","Trostinec, siehe Maly-Trostinec",""
"2386","1479","","Troyl, siehe Danzig-Troyl",""
"2387","1480","","Trunz/Ostpreußen","Stutthof"
"2388","1481","","Trutenau, Ortsteil Grebinerwald, 21.11.1939 bis 19.7.1940","Stutthof"
"2389","1482","","Trutzkirch, siehe Tutzing",""
"2390","1483","","Trzebinia, Kreis Krenau/Schlesien, 1.7.1944 bis 31.1.1945","Auschwitz"
"2391","1484","","Tschechowitz/Schlesien, bis 31.12.1944","Auschwitz"
"2392","1485","","Tschechowitz-Dziedzitz, Kreis Bielsko, 1.8.1944 bis 31.1.1945","Auschwitz"
"2393","1486","","Tuchingen = Konstantynow, siehe Jugendschutzlager Litzmannstadt",""
"2394","1487","","Türkheim, siehe Kaufering, Kreis Landsberg, Lager Türkheim",""
"2395","1488","","Tutzing, Kreis Starnberg","Dachau"
"2396","","","U",""
"2397","1489","","Überlingen/Baden, 4.10.1944 bis 21.4.1945","Dachau"
"2398","1490","","Uckermark, siehe Jugendschutzlager Uckermark",""
"2399","1491","","Uelzen, bis 17.4.1945","Neuengamme"
"2400","1492","","Uffing-Muck, nur Arbeitseinsatzstelle v. Seehausen",""
"2401","1493","","Uffing-Seehausen, nur Arbeitseinsatzstelle v. Seehausen",""
"2402","1493a","","Ülenurme/Estland, bis 24.3.1944","Vaivara"
"2403","1494","","Ulm, 4.1.1945 bis 11.3.1945","Dachau"
"2404","1495","","Ulm-Kuhberg, 1.11.1933 bis 31.7.1935",""
"2405","1496","","Ulven/Norwegen, 1.6.1940 bis 1.1.1943",""
"2406","1497","","Unna, 24.7.1943 bis 3.3.1944","Buchenwald"
"2407","1498","","Unterlüß, Prov. Hannover, 15.8.1944 bis 30.4.1945",""
"2408","1499","","Unterriexingen, Kreis Ludwigsburg, Kdo. v. Vaihingen, ab 16.11.1944","Natzweiler"
"2409","1500","","Unterschleißheim, Kreis München, bis 31.10.1942","Dachau"
"2410","1501","","Unterschwarzach, Kreis Mosbach","Natzweiler"
"2411","1502","","Uphusen, bis 15.4.1945","Neuengamme"
"2412","1503","","Usedom/Pommern, bis 23.4.1945","Sachsenhausen"
"2413","1504","","Utting, siehe Kaufering",""
"2414","","","V",""
"2415","1505","","Vaihingen/Enz, bis 7.4.1945","Natzweiler"
"2416","1506","","Vaivara/Estland, 15.9.1943 bis 29.2.1944",""
"2417","1507","","Valepp, Kreis Miesbach, ab 30.10.1944","Dachau"
"2418","1508","","Valepp, Kreis Miesbach, Bauleitung, 1.11.1942 bis 30.11.1942 und ab 16.9.1944","Dachau"
"2419","1509","","Vechelde, Braunschweig, Kdo. v. Braunschweig, Lager Büssing und Schilldenkmal","Neuengamme"
"2420","1510","","Vegesack, siehe Bremen-Vegesack",""
"2421","1511","","Veliki Beckerek, siehe Petrovgrad",""
"2422","1512","","Velten, Kreis Osthavelland, 1.3.1943 bis 20.4.1945","Ravensbrück, später Sachsenhausen"
"2423","1513","","Venlo/Holland, ab 1.9.1943","Herzogenbusch"
"2424","1514","","Venusberg, Kreis Marienberg/Sachsen, 15.1.1945 bis 30.4.1945","Flossenbürg"
"2425","1515","","Verden/Aller","Neuengamme"
"2426","1516","","Versen, siehe Meppen-Versen",""
"2427","1517","","Villingendorf, Kdo. v. Gaggenau, 1.11.1944 bis 20.4.1945","Schirmeck-Vorbruck"
"2428","1518","","Vivikonie, siehe Wiwikond/Estland",""
"2429","1519","","Vöcklabruck/Oberösterreich, 6.6.1941 bis 14.5.1942","Mauthausen"
"2430","1520","","Vöcklabruck, Kdo. v. Schlier Redl-Zipf, ab 11.10.1943","Mauthausen"
"2431","1521","","Volpriehausen, siehe Jugendschutzlager Volpriehausen, Kdo. v. Moringen",""
"2432","1522","","Vorbruck-Schirmeck, siehe Schirmeck-Vorbruck",""
"2433","1523","","Vorderkampen, siehe Zeyersvorderkampen",""
"2434","1524","","Vrchlabi, siehe Ober-Hohenelbe",""
"2435","1525","","Vrchotovy Janovice, siehe Janowitz",""
"2436","1526","","Vught (Vucht), siehe Herzogenbusch",""
"2437","","","W",""
"2438","1527","","Wächtersbach, Kreis Gelnhausen","Hinzert/Buchen-wald"
"2439","1528","","Wagrein, siehe Vöcklabruck",""
"2440","1529","","Waldenburg/Niederschlesien, 1.1.1944 bis 8.5.1945","Groß Rosen"
"2441","1530","","Waldhof, siehe Mannheim-Sandhofen",""
"2442","1531","","Waldlager 1, 2 und 3/Niederschlesien, Kdo. v. Wüstegiersdorf, bis 8.5.1945","Groß Rosen"
"2443","1532","","Walldorf/Hessen, 22.8.1944 bis 23.11.1944","Natzweiler"
"2444","1533","","Wandsbek, siehe Hamburg-Wandsbek",""
"2445","1534","","Wansleben, Mansfelder Seekreis, bis 14.4.1945","Buchenwald"
"2446","1535","","Warmbrunn, siehe Bad Warmbrunn",""
"2447","1536","","Warschau = Warszawa/Polen (außer Getto), 15.8.1943 bis 31.7.1944",""
"2448","1537","","Wartsch/Westpreußen, ab 1.11.1939","Stutthof"
"2449","1538","","Wasseralfingen, Kreis Aalen, ab 27.9.1944","Natzweiler"
"2450","1539","","Watenstedt-Salzgitter, siehe Drütte",""
"2451","1540","","Watenstedt, Stahlwerke Braunschweig/Hermann-Göring-Werke,bis 30.4.1945 (Männerlager)7.7.1944 bis 30.4.1945 (Frauenlager)","Neuengamme"
"2452","1541","","Wedel/Schleswig-Holstein,bis 30.4.1945 (Männerlager)bis 31.12.1944 (Frauenlager)","Neuengamme"
"2453","1542","","Weferlingen, Kreis Gardelegen, 22.8.1944 bis 14.4.1945","Buchenwald"
"2454","1543","","Weidach, siehe Kottern",""
"2455","1544","","Weilheim, Kreis Weilheim","Dachau"
"2456","1545","","Weimar, 16.2.1942 bis 4.4.1945","Buchenwald"
"2457","1546","","Weisenbach/Baden, Kdo. v. Gaggenau","Schirmeck-Vorbruck"
"2458","1547","","Weißsee/Österreich, Bez. Zell am See, bis 3.12.1944","Dachau"
"2459","1548","","Weißwasser/Niederschlesien, bis 28.2.1945","Groß Rosen"
"2460","1549","","Weißwasser = Bila Voda/Tschech., bis 8.5.1945","Groß Rosen"
"2461","1550","","Wels II/Österreich, Kdo. v. Ebensee, bis 13.4.1945","Mauthausen"
"2462","1551","","Werden (Essen-Werden), ab 1.6.1933",""
"2463","1552","","Werder, Kreis Zauch-Belzig, ab 20.3.1943","Sachsenhausen"
"2464","1553","","Werderhof, Gemeinde Fischerbabke, nur Arbeitseinsatzstelle v. Stutthof",""
"2465","1554","","Werlte, 2.4.1940 bis 30.3.1941","Neusustrum"
"2466","1555","","Wernigerode/Harz, 25.3.1943 bis 11.4.1945","Buchenwald"
"2467","1556","","Wernigerode/Harz, Kdo. v. Halberstadt, 12.10.1944 bis 5.4.1945","Buchenwald"
"2468","1557","","Wesola, siehe Fürstengrube",""
"2469","1558","","Wesserling/Elsaß","Natzweiler"
"2470","1558a","","Wesslinken (Männer)/Danzig-Westpreußen, 29.5.1940 bis 14.10.1940","Stutthof"
"2471","1559","","Westerbork/Holland, 1.6.1942 bis 12.4.1945",""
"2472","1560","","Westeregeln, Kreis Wansleben, ab 17.10.1944","Buchenwald"
"2473","1561","","Westerplatte, siehe Danzig-Westerplatte",""
"2474","1562","","Wewelsburg, siehe Niederhagen in Wewelsburg",""
"2475","1563","","Weyer, siehe Dippoldsau",""
"2476","1564","","Wickerode, Kreis Sangerhausen","Dora-Mittelbau"
"2477","1565","","Wieliczka, Kreis Krakau","Krakau-Plaszow"
"2478","1566","","Wien-Floridsdorf, 14.7.1944 bis 1.4.1945","Mauthausen"
"2479","1567","","Wien-Floridsdorf II (Schwechat II), bis 1.4.1945","Mauthausen"
"2480","1568","","Wien-Floridsdorf III (Schwechat III), bis 1.4.1945","Mauthausen"
"2481","1569","","Wien - AFA-Werke, Kdo. v. Wien-Floridsdorf, bis 1.4.1945","Mauthausen"
"2482","1570","","Wien-Hinterbrühl, See Grotte, auch ""Wien-Mödling"" genannt, Kdo. v. Wien-Floridsdorf, bis 1.4.1945","Mauthausen"
"2483","1571","","Wien-Hinterbrühl, Arbeitslager Haidfeld, Kdo. v. Wien-Floridsdorf","Mauthausen"
"2484","1572","","Wien-Jedlesee, Kdo. v. Wien-Floridsdorf, 13.7.1944 bis 1.4.1945","Mauthausen"
"2485","1573","","Wien-Maria-Lanzendorf, bis 27.3.1945","Mauthausen"
"2486","1574","","Wien-Schönbrunn, Kraftfahrtechnische Lehranstalt, Kdo. v. Wiener Neustadt","Mauthausen"
"2487","1575","","Wien-West, Saurerwerke, 21.8.1944 bis 8.5.1945","Mauthausen"
"2488","1576","","Wiener Graben Steinbruch, siehe Mauthausen",""
"2489","1577","","Wiener Neudorf, 2.8.1943 bis 2.4.1945","Mauthausen"
"2490","1578","","Wiener Neustadt, Rax-Werk GmbH, 30.6.1943 bis 20.11.1943 und 5.7.1944 bis 2.4.1945","Mauthausen"
"2491","1579","","Wiesbaden (Männer)","Hinzert/ Buchenwald"
"2492","1579a","","Wiesbaden (Frauen), ab 21.6.1943","Ravensbrück"
"2493","1580","","Wiesau/Niederschlesien","Groß Rosen"
"2494","1581","","Wilhelmsburg, siehe Hamburg-Wilhelmsburg",""
"2495","1582","","Wilhelmshaven","Neuengamme"
"2496","1583","","Wilischthal, Kreis Stollberg/Sachsen, bis 15.4.1945","Flossenbürg"
"2497","1584","","Wilmersdorf, siehe Berlin-Wilmersdorf",""
"2498","1584a","","Windau = Ventspils (Frauen)/Lettland","Riga"
"2499","1585","","Witten-Annen, Kreis Witten, ab 16.9.1944","Buchenwald"
"2500","1586","","Wittenberg bei Dessau/Sachsen, 8.9.1944 bis 24.4.1945","Sachsenhausen"
"2501","1587","","Wittenberge, Kreis Wittenberge, 15.8.1942 bis 17.2.1945","Neuengamme"
"2502","1588","","Wittlich a.d. Mosel, Kreis Wittlich, 29.4.1940 bis 28.2.1942","Hinzert/ Buchenwald"
"2503","1589","","Wittmoor, 10.4.1933 bis 17.10.1933",""
"2504","1590","","Wiwikond = Viivikonna/Estland,bis 29.2.1944 (Frauen)15.9.1943 bis 29.2.1944 (Männer)","Vaivara"
"2505","1591","","Wöbbelin, Kreis Ludwigslust, Bez. Schwerin, 12.2.1945 bis 2.5.1945","Neuengamme"
"2506","1592","","Woffleben, Kdo. v. Ellrich, 1.1.1945 bis 10.4.1945","Dora-Mittelbau"
"2507","1593","","Wolfen, Kreis Bitterfeld, 14.5.1943 bis 5.4.1945","Ravensbrück, ab 1.9.1944 Buchenwald"
"2508","1594","","Wolfsberg/Niederschlesien, Kdo. v. Wüstegiersdorf, 1.5.1944 bis 8.5.1945","Groß Rosen"
"2509","1595","","Wolfsburg, siehe Arbeitsdorf, Gemeinde Fallersleben",""
"2510","1596","","Wolkenburg bei Rochlitz/Sachsen, 19.8.1944 bis 13.4.1945","Flossenbürg"
"2511","1596a","","Wotzlaff (Männer)/Danzig-Westpreußen, 8.1.1940 bis 5.3.1940","Stutthof"
"2512","1597","","Woxfelde","Dachau"
"2513","1598","","Wülfert, siehe Dachau, Wülfert",""
"2514","1599","","Wulkow bei Trebnitz/Brandenburg, 2.3.1944 bis 2.2.1945","Theresienstadt"
"2515","1600","","Wurach bei Wöhlhof, Kreis Miesbach","Dachau"
"2516","1601","","Würzburg, 17.4.1943 bis 22.3.1945","Flossenbürg"
"2517","1602","","""Wüste"", siehe Gruppe Wüste",""
"2518","1603","","Wüstegiersdorf (mit Gruppe ""Riese""), Kreis Waldenburg/Niederschlesien, 25.4.1944 bis 8.5.1945","Groß Rosen"
"2519","1604","","Wüstewaltersdorf, Kreis Waldenburg/Nieder-schlesien, Kdo. v. Wüstegiersdorf, bis 8.5.1945","Groß Rosen"
"2520","","","Z",""
"2521","1605","","Zablocie/Polen, 11.1.1944 bis 1.7.1944","Krakau-Plaszow"
"2522","1606","","Zabjelo, 1.9.1943 bis 1.7.1944",""
"2523","1607","","Zacler, siehe Schatzlar",""
"2524","1608","","Zajecar/Serbien, 19.4.1943 bis 12.5.1943",""
"2525","1609","","Zakopane, Kreis Nowy Targ/Polen","Krakau-Plaszow"
"2526","1610","","Zangberg, Kreis Mühldorf","Dachau"
"2527","1611","","Zangberg, Kreis Mühldorf, Kdo. v. Mühldorf","Dachau"
"2528","1612","","Zasavica/Serbien, ab 1.9.1941",""
"2529","1613","","Zasole, siehe Auschwitz",""
"2530","1614","","Zatzschke bei Pirna, siehe Mockethal-Zatzschke",""
"2531","1615","","Zehlendorf, siehe Berlin-Zehlendorf",""
"2532","1616","","Zemun, siehe Semlin",""
"2533","1617","","Zepfenhan, siehe Schörzingen",""
"2534","1618","","Zeyersniederkampen/Ostpreußen, 27.12.1939 bis 27.1.1941","Stutthof"
"2535","1619","","Zeyersvorderkampen/Danzig-Westpreußen, bis 22.3.1940","Stutthof"
"2536","1620","","Ziegankenberg, siehe Danzig-Ziegankenberg",""
"2537","1621","","Zillerthal-Erdmannsdorf/Niederschlesien, bis 17.2.1945","Groß Rosen"
"2538","1622","","Zistersdorf/Niederösterreich, siehe Mistelbach",""
"2539","1623","","Zittau i.d. Lausitz/Sachsen","Auschwitz"
"2540","1624","","Zittau i.d. Lausitz/Sachsen,bis 8.5.1945 (Frauenlager)ab 27.1.1945 (Männerlager)","Groß Rosen"
"2541","1625","","Zossen, siehe Wulkow",""
"2542","1626","","Zschachwitz, Kreis Pirna, ab 14.10.1944","Flossenbürg"
"2543","1627","","Zschopau bei Chemnitz/Sachsen, 21.11.1944 bis 15.4.1945","Flossenbürg"
"2544","1628","","Zuffenhausen, siehe Kochendorf",""
"2545","1629","","Zweibrücken","Hinzert"
"2546","1630","","Zwickau/Sachsen, 1.3.1933 bis 31.12.1933",""
"2547","1631","","Zwickau/Sachsen, 30.8.1944 bis 13.4.1945","Flossenbürg"
"2548","1632","","Zwieberge, siehe Halberstadt-Zwieberge",""
"2549","1633","","Zwischenahn, siehe Bad Zwischenahn",""
"2550","1634","","Zwodau = Svatava bei Karlsbad/Tschech., 30.11.1943 bis 7.5.1945","Ravensbrück, ab 1.9.1944 Flossenbürg"
