"","row","cpt","pb","pb2","man","tei1"
"560",560,"[134] Thal.
Ich habe nur aus Nothwehr mich derselben List
bedient; aber Du hast nicht allein den ganzen Stand,
sondern auch besonders mich dadurch beschimpft.","Thal. Ich habe nur aus Nothwehr mich derselben List bedient; aber Du hast nicht allein den ganzen Stand, sondern auch besonders mich dadurch beschimpft.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich habe nur aus Nothwehr mich derselben List bedient; aber Du hast nicht allein den ganzen Stand, sondern auch besonders mich dadurch beschimpft.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich habe nur aus Nothwehr mich derselben List bedient; aber Du hast nicht allein den ganzen Stand, sondern auch besonders mich dadurch beschimpft.</p></sp>"
"561",561,"Blum.
Ach, Du bist nicht wohl gescheidt.","Blum. Ach, Du bist nicht wohl gescheidt.","<sp who=""#blum""><speaker>Blum</speaker><p>Ach, Du bist nicht wohl gescheidt.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ach, Du bist nicht wohl gescheidt.</p></sp>"
"562",562,"Thal.
Ich sollte meinem eigenen Bedienten zum Spott
werden.","Thal. Ich sollte meinem eigenen Bedienten zum Spott werden.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich sollte meinem eigenen Bedienten zum Spott werden.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich sollte meinem eigenen Bedienten zum Spott werden.</p></sp>"
"563",563,"Blum.
Du solltest über die Gränze und weiter nichts.","Blum. Du solltest über die Gränze und weiter nichts.","<sp who=""#blum""><speaker>Blum</speaker><p>Du solltest über die Gränze und weiter nichts.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du solltest über die Gränze und weiter nichts.</p></sp>"
"564",564,"Thal.
Es wäre eine allerliebste Scene geworden, wenn
ich, meinem Krips gegenüber, wie ein dummer Junge
da gestanden, und er sich auf die Zunge gebissen hätte,
um mir nicht ins Gesicht zu lachen. Ha! ich
weiß nicht, wo ich noch so viel kaltes Blut hernehme,
mit Mäßigung davon zu sprechen.","Thal. Es wäre eine allerliebste Scene geworden, wenn ich, meinem Krips gegenüber, wie ein dummer Junge da gestanden, und er sich auf die Zunge gebissen hätte, um mir nicht ins Gesicht zu lachen. Ha! ich weiß nicht, wo ich noch so viel kaltes Blut hernehme, mit Mäßigung davon zu sprechen.","<sp who=""#thal""><speaker>Thal</speaker><p>Es wäre eine allerliebste Scene geworden, wenn ich, meinem Krips gegenüber, wie ein dummer Junge da gestanden, und er sich auf die Zunge gebissen hätte, um mir nicht ins Gesicht zu lachen. Ha! ich weiß nicht, wo ich noch so viel kaltes Blut hernehme, mit Mäßigung davon zu sprechen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Es wäre eine allerliebste Scene geworden, wenn ich, meinem Krips gegenüber, wie ein dummer Junge da gestanden, und er sich auf die Zunge gebissen hätte, um mir nicht ins Gesicht zu lachen. Ha! ich weiß nicht, wo ich noch so viel kaltes Blut hernehme, mit Mäßigung davon zu sprechen.</p></sp>"
"565",565,"Blum.
Höre, Thal, mach mich nicht verdrüßlich.","Blum. Höre, Thal, mach mich nicht verdrüßlich.","<sp who=""#blum""><speaker>Blum</speaker><p>Höre, Thal, mach mich nicht verdrüßlich.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Höre, Thal, mach mich nicht verdrüßlich.</p></sp>"
"566",566,"Thal.
Ei wirklich, das wäre ein großes Unglück.","Thal. Ei wirklich, das wäre ein großes Unglück. [135] ","<sp who=""#thal""><speaker>Thal</speaker><p>Ei wirklich, das wäre ein großes Unglück. <pb no=""135""/> </p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ei wirklich, das wäre ein großes Unglück. <pb no=""135""/> </p></sp>"
"567",567,"[135] Blum.
Ich habe viel Geduld mit den Schwächen meiner
Freunde, man kann aber alles übertreiben.","Blum. Ich habe viel Geduld mit den Schwächen meiner Freunde, man kann aber alles übertreiben.","<sp who=""#blum""><speaker>Blum</speaker><p>Ich habe viel Geduld mit den Schwächen meiner Freunde, man kann aber alles übertreiben.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ich habe viel Geduld mit den Schwächen meiner Freunde, man kann aber alles übertreiben.</p></sp>"
"568",568,"Thal.
Ich dispensire Dich von der Geduld.","Thal. Ich dispensire Dich von der Geduld.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich dispensire Dich von der Geduld.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich dispensire Dich von der Geduld.</p></sp>"
"569",569,"Blum.
Du setzest meine gute Laune auf eine harte Probe.","Blum. Du setzest meine gute Laune auf eine harte Probe.","<sp who=""#blum""><speaker>Blum</speaker><p>Du setzest meine gute Laune auf eine harte Probe.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du setzest meine gute Laune auf eine harte Probe.</p></sp>"
"570",570,"Thal.
Du hast die meinige bereits erschöpft, und kurz, ich
fodere Genugthuung.","Thal. Du hast die meinige bereits erschöpft, und kurz, ich fodere Genugthuung.","<sp who=""#thal""><speaker>Thal</speaker><p>Du hast die meinige bereits erschöpft, und kurz, ich fodere Genugthuung.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Du hast die meinige bereits erschöpft, und kurz, ich fodere Genugthuung.</p></sp>"
"571",571,"Blum.
Du scherzest.","Blum. Du scherzest.","<sp who=""#blum""><speaker>Blum</speaker><p>Du scherzest.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du scherzest.</p></sp>"
"572",572,"Thal.
Zum Teufel, nein!","Thal. Zum Teufel, nein!","<sp who=""#thal""><speaker>Thal</speaker><p>Zum Teufel, nein!</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Zum Teufel, nein!</p></sp>"
"573",573,"Blum.
Wir haben beide versprechen müssen, uns nicht zu
schlagen.","Blum. Wir haben beide versprechen müssen, uns nicht zu schlagen.","<sp who=""#blum""><speaker>Blum</speaker><p>Wir haben beide versprechen müssen, uns nicht zu schlagen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Wir haben beide versprechen müssen, uns nicht zu schlagen.</p></sp>"
"574",574,"Thal.
Nicht um das Mädchen, von dem ist auch hier nicht
die Rede.","Thal. Nicht um das Mädchen, von dem ist auch hier nicht die Rede.","<sp who=""#thal""><speaker>Thal</speaker><p>Nicht um das Mädchen, von dem ist auch hier nicht die Rede.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Nicht um das Mädchen, von dem ist auch hier nicht die Rede.</p></sp>"
"575",575,"Blum.
Im Grunde doch wohl. Du brichst eine Ursach vom
Zaune, weil Du verzweifelst, mich überlisten zu können.","Blum. Im Grunde doch wohl. Du brichst eine Ursach vom Zaune, weil Du verzweifelst, mich überlisten zu können. [136] ","<sp who=""#blum""><speaker>Blum</speaker><p>Im Grunde doch wohl. Du brichst eine Ursach vom Zaune, weil Du verzweifelst, mich überlisten zu können. <pb no=""136""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Im Grunde doch wohl. Du brichst eine Ursach vom Zaune, weil Du verzweifelst, mich überlisten zu können. <pb no=""136""/> </p></sp>"
"576",576,"[136] Thal.
Ei wie der Herr Rittmeister in meiner Seele liest.
Vermuthlich weißt Du auch, was ich jetzt denke?","Thal. Ei wie der Herr Rittmeister in meiner Seele liest. Vermuthlich weißt Du auch, was ich jetzt denke?","<sp who=""#thal""><speaker>Thal</speaker><p>Ei wie der Herr Rittmeister in meiner Seele liest. Vermuthlich weißt Du auch, was ich jetzt denke?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ei wie der Herr Rittmeister in meiner Seele liest. Vermuthlich weißt Du auch, was ich jetzt denke?</p></sp>"
"577",577,"Blum.
Du denkest mit Gewalt zu erobern, was Deine
Schlauheit nicht zu erlangen vermochte.","Blum. Du denkest mit Gewalt zu erobern, was Deine Schlauheit nicht zu erlangen vermochte.","<sp who=""#blum""><speaker>Blum</speaker><p>Du denkest mit Gewalt zu erobern, was Deine Schlauheit nicht zu erlangen vermochte.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du denkest mit Gewalt zu erobern, was Deine Schlauheit nicht zu erlangen vermochte.</p></sp>"
"578",578,"Thal.
Nein, ich denke, daß der Herr Bruder große Lust
hat, einem Zweikampfe auszuweichen.","Thal. Nein, ich denke, daß der Herr Bruder große Lust hat, einem Zweikampfe auszuweichen.","<sp who=""#thal""><speaker>Thal</speaker><p>Nein, ich denke, daß der Herr Bruder große Lust hat, einem Zweikampfe auszuweichen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Nein, ich denke, daß der Herr Bruder große Lust hat, einem Zweikampfe auszuweichen.</p></sp>"
"579",579,"Blum.
Herr Bruder, das hat mir noch niemand sagen
dürfen.","Blum. Herr Bruder, das hat mir noch niemand sagen dürfen.","<sp who=""#blum""><speaker>Blum</speaker><p>Herr Bruder, das hat mir noch niemand sagen dürfen.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Herr Bruder, das hat mir noch niemand sagen dürfen.</p></sp>"
"580",580,"Thal.
Das nimmt mich Wunder, denn ich sehe, daß man
nichts dabei wagt.","Thal. Das nimmt mich Wunder, denn ich sehe, daß man nichts dabei wagt.","<sp who=""#thal""><speaker>Thal</speaker><p>Das nimmt mich Wunder, denn ich sehe, daß man nichts dabei wagt.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Das nimmt mich Wunder, denn ich sehe, daß man nichts dabei wagt.</p></sp>"
"581",581,"Blum (zieht den Säbel).
Donner und Wetter! wenn Du durchaus ein Thor
seyn willst, so muß ich mich wohl drein finden.","Blum (zieht den Säbel). Donner und Wetter! wenn Du durchaus ein Thor seyn willst, so muß ich mich wohl drein finden.","<sp who=""#blum""><speaker>Blum</speaker><stage>(zieht den Säbel).</stage><p> Donner und Wetter! wenn Du durchaus ein Thor seyn willst, so muß ich mich wohl drein finden.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><stage>(zieht den Säbel).</stage><p> Donner und Wetter! wenn Du durchaus ein Thor seyn willst, so muß ich mich wohl drein finden.</p></sp>"
"582",582,"Thal.
Endlich erwacht der militairische Geist.","Thal. Endlich erwacht der militairische Geist.","<sp who=""#thal""><speaker>Thal</speaker><p>Endlich erwacht der militairische Geist.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Endlich erwacht der militairische Geist.</p></sp>"
"583",583,"Blum.
Nun er einmal erwacht ist, so bitte ich nicht länger
zu zögern.","Blum. Nun er einmal erwacht ist, so bitte ich nicht länger zu zögern. [137] ","<sp who=""#blum""><speaker>Blum</speaker><p>Nun er einmal erwacht ist, so bitte ich nicht länger zu zögern. <pb no=""137""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Nun er einmal erwacht ist, so bitte ich nicht länger zu zögern. <pb no=""137""/> </p></sp>"
"584",584,"[137] Thal.
Mein Degen gegen Deinen Säbel ist eine ungleiche
Waffe.","Thal. Mein Degen gegen Deinen Säbel ist eine ungleiche Waffe.","<sp who=""#thal""><speaker>Thal</speaker><p>Mein Degen gegen Deinen Säbel ist eine ungleiche Waffe.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Mein Degen gegen Deinen Säbel ist eine ungleiche Waffe.</p></sp>"
"585",585,"Blum.
Suchst Du Vorwand einzulenken?","Blum. Suchst Du Vorwand einzulenken?","<sp who=""#blum""><speaker>Blum</speaker><p>Suchst Du Vorwand einzulenken?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Suchst Du Vorwand einzulenken?</p></sp>"
"586",586,"Thal.
Ich schlage mich nur auf Pistolen.","Thal. Ich schlage mich nur auf Pistolen.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich schlage mich nur auf Pistolen.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich schlage mich nur auf Pistolen.</p></sp>"
"587",587,"Blum.
Hast Du vergessen, daß ich meine Pistolen zum
Schwertfeger geschickt habe?","Blum. Hast Du vergessen, daß ich meine Pistolen zum Schwertfeger geschickt habe?","<sp who=""#blum""><speaker>Blum</speaker><p>Hast Du vergessen, daß ich meine Pistolen zum Schwertfeger geschickt habe?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Hast Du vergessen, daß ich meine Pistolen zum Schwertfeger geschickt habe?</p></sp>"
"588",588,"Thal.
Es steht Dir eine von den meinigen zu Diensten.
(er zieht ein Paar Pistolen hervor.)","Thal. Es steht Dir eine von den meinigen zu Diensten. (er zieht ein Paar Pistolen hervor.)","<sp who=""#thal""><speaker>Thal</speaker><p>Es steht Dir eine von den meinigen zu Diensten. (er zieht ein Paar Pistolen hervor.)</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Es steht Dir eine von den meinigen zu Diensten. (er zieht ein Paar Pistolen hervor.)</p></sp>"
"589",589,"Blum (steckt den Säbel ein).
Auch das, ich bins zufrieden.","Blum (steckt den Säbel ein). Auch das, ich bins zufrieden.","<sp who=""#blum""><speaker>Blum</speaker><stage>(steckt den Säbel ein).</stage><p> Auch das, ich bins zufrieden.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><stage>(steckt den Säbel ein).</stage><p> Auch das, ich bins zufrieden.</p></sp>"
"590",590,"Thal.
Mein Pferd steht gesattelt. Wer von uns beiden
das Glück hat, den andern zu Boden zu strecken, der
schwingt sich darauf und rettet sich so gut er kann.","Thal. Mein Pferd steht gesattelt. Wer von uns beiden das Glück hat, den andern zu Boden zu strecken, der schwingt sich darauf und rettet sich so gut er kann.","<sp who=""#thal""><speaker>Thal</speaker><p>Mein Pferd steht gesattelt. Wer von uns beiden das Glück hat, den andern zu Boden zu strecken, der schwingt sich darauf und rettet sich so gut er kann.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Mein Pferd steht gesattelt. Wer von uns beiden das Glück hat, den andern zu Boden zu strecken, der schwingt sich darauf und rettet sich so gut er kann.</p></sp>"
"591",591,"Blum.
Es ist albern, daß ich mich mit Dir herum schieße,
aber Du hast es so gewollt.","Blum. Es ist albern, daß ich mich mit Dir herum schieße, aber Du hast es so gewollt. [138] ","<sp who=""#blum""><speaker>Blum</speaker><p>Es ist albern, daß ich mich mit Dir herum schieße, aber Du hast es so gewollt. <pb no=""138""/> </p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Es ist albern, daß ich mich mit Dir herum schieße, aber Du hast es so gewollt. <pb no=""138""/> </p></sp>"
"592",592,"[138] Thal (reicht ihm die Pistolen).
Wähle.","Thal (reicht ihm die Pistolen). Wähle.","<sp who=""#thal""><speaker>Thal</speaker><stage>(reicht ihm die Pistolen).</stage><p> Wähle.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><stage>(reicht ihm die Pistolen).</stage><p> Wähle.</p></sp>"
"593",593,"Blum (ergreift eine derselben).
Gleich viel.","Blum (ergreift eine derselben). Gleich viel.","<sp who=""#blum""><speaker>Blum</speaker><stage>(ergreift eine derselben).</stage><p> Gleich viel.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><stage>(ergreift eine derselben).</stage><p> Gleich viel.</p></sp>"
"594",594,"Thal.
Acht Schritt?","Thal. Acht Schritt?","<sp who=""#thal""><speaker>Thal</speaker><p>Acht Schritt?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Acht Schritt?</p></sp>"
"595",595,"Blum.
Nach Belieben.","Blum. Nach Belieben.","<sp who=""#blum""><speaker>Blum</speaker><p>Nach Belieben.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Nach Belieben.</p></sp>"
"596",596,"Thal (mißt ab).
Wo willst Du stehen? hier oder dort?","Thal (mißt ab). Wo willst Du stehen? hier oder dort?","<sp who=""#thal""><speaker>Thal</speaker><stage>(mißt ab).</stage><p> Wo willst Du stehen? hier oder dort?</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><stage>(mißt ab).</stage><p> Wo willst Du stehen? hier oder dort?</p></sp>"
"597",597,"Blum.
Einerlei. (er stellt sich.)","Blum. Einerlei. (er stellt sich.)","<sp who=""#blum""><speaker>Blum</speaker><p>Einerlei. (er stellt sich.)</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Einerlei. (er stellt sich.)</p></sp>"
"598",598,"Thal.
Nun so schieß.","Thal. Nun so schieß.","<sp who=""#thal""><speaker>Thal</speaker><p>Nun so schieß.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Nun so schieß.</p></sp>"
"599",599,"Blum.
Du hältst Dich für beleidigt, schieß Du zuerst.","Blum. Du hältst Dich für beleidigt, schieß Du zuerst.","<sp who=""#blum""><speaker>Blum</speaker><p>Du hältst Dich für beleidigt, schieß Du zuerst.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du hältst Dich für beleidigt, schieß Du zuerst.</p></sp>"
"600",600,"Thal.
Wohlan. (Er zielt lange und schießt.)","Thal. Wohlan. (Er zielt lange und schießt.)","<sp who=""#thal""><speaker>Thal</speaker><p>Wohlan. (Er zielt lange und schießt.)</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Wohlan. (Er zielt lange und schießt.)</p></sp>"
"601",601,"Blum.
Du hast gefehlt.","Blum. Du hast gefehlt.","<sp who=""#blum""><speaker>Blum</speaker><p>Du hast gefehlt.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Du hast gefehlt.</p></sp>"
"602",602,"Thal.
Das seh’ ich.","Thal. Das seh’ ich. [139] ","<sp who=""#thal""><speaker>Thal</speaker><p>Das seh’ ich. <pb no=""139""/> </p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Das seh’ ich. <pb no=""139""/> </p></sp>"
"603",603,"[139] Blum.
Jetzt ist die Reihe an mir.","Blum. Jetzt ist die Reihe an mir.","<sp who=""#blum""><speaker>Blum</speaker><p>Jetzt ist die Reihe an mir.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Jetzt ist die Reihe an mir.</p></sp>"
"604",604,"Thal.
Das weiß ich.","Thal. Das weiß ich.","<sp who=""#thal""><speaker>Thal</speaker><p>Das weiß ich.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Das weiß ich.</p></sp>"
"605",605,"Blum.
Ich schieße meine Pistole in die Luft.","Blum. Ich schieße meine Pistole in die Luft.","<sp who=""#blum""><speaker>Blum</speaker><p>Ich schieße meine Pistole in die Luft.</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Ich schieße meine Pistole in die Luft.</p></sp>"
"606",606,"Thal.
So laden wir aufs neue.","Thal. So laden wir aufs neue.","<sp who=""#thal""><speaker>Thal</speaker><p>So laden wir aufs neue.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>So laden wir aufs neue.</p></sp>"
"607",607,"Blum.
Bist Du ganz verblendet?","Blum. Bist Du ganz verblendet?","<sp who=""#blum""><speaker>Blum</speaker><p>Bist Du ganz verblendet?</p></sp>","","<sp who=""#blum""><speaker>Blum</speaker><p>Bist Du ganz verblendet?</p></sp>"
"608",608,"Thal.
Ich muß Blut sehn.","Thal. Ich muß Blut sehn.","<sp who=""#thal""><speaker>Thal</speaker><p>Ich muß Blut sehn.</p></sp>","","<sp who=""#thal""><speaker>Thal</speaker><p>Ich muß Blut sehn.</p></sp>"
